date,ACEH,SUMATERA UTARA,SUMATERA BARAT,RIAU,JAMBI,SUMATERA SELATAN,BENGKULU,LAMPUNG,KEPULAUAN BANGKA BELITUNG,KEPULAUAN RIAU,DKI JAKARTA,JAWA BARAT,JAWA TENGAH,DAERAH ISTIMEWA YOGYAKARTA,JAWA TIMUR,BANTEN,BALI,NUSA TENGGARA BARAT,NUSA TENGGARA TIMUR,KALIMANTAN BARAT,KALIMANTAN TENGAH,KALIMANTAN SELATAN,KALIMANTAN TIMUR,KALIMANTAN UTARA,SULAWESI UTARA,SULAWESI TENGAH,SULAWESI SELATAN,SULAWESI TENGGARA,GORONTALO,SULAWESI BARAT,MALUKU,MALUKU UTARA,PAPUA BARAT,PAPUA
26/11/2020,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,
27/11/2020,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,
28/11/2020,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,
29/11/2020,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,
30/11/2020,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,
02/12/2020,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,
03/12/2020,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,
04/12/2020,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,
05/12/2020,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,
06/12/2020,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,
07/12/2020,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,
